Date,Open,High,Low,Close,Adj Close,Volume
2014-10-27,45.709999,46.970001,45.709999,46.950001,42.028111,155620800
2014-11-03,46.889999,48.919998,46.730000,48.680000,43.576752,128149200
2014-11-10,48.650002,50.049999,48.520000,49.580002,44.382393,137829500
2014-11-17,49.410000,49.709999,47.570000,47.980000,42.950138,144887000
2014-11-24,47.990002,48.200001,47.279999,47.810001,43.067890,112140200
2014-12-01,47.880001,49.060001,47.709999,48.419998,43.617382,138133700
2014-12-08,48.259998,48.349998,46.669998,46.950001,42.293186,144734200
2014-12-15,47.200001,48.099998,44.900002,47.660000,42.932766,216676900
2014-12-22,47.779999,48.799999,47.709999,47.880001,43.130943,74849700
2014-12-29,47.700001,47.779999,46.450001,46.759998,42.122040,80290600
2015-01-05,46.369999,47.820000,45.490002,47.189999,42.509384,158825300
2015-01-12,47.419998,47.910000,45.169998,46.240002,41.653610,157088200
2015-01-19,46.299999,47.389999,45.480000,47.180000,42.500378,137352600
2015-01-26,47.000000,47.130001,40.349998,40.400002,36.392864,437786800
2015-02-02,40.590000,42.790001,40.230000,42.410000,38.203495,215214500
2015-02-09,42.240002,43.869999,42.180000,43.869999,39.518677,172848000
2015-02-16,43.970001,44.000000,43.049999,43.860001,39.509682,118131900
2015-02-23,43.700001,44.299999,43.650002,43.849998,39.781765,150315300
2015-03-02,43.669998,44.189999,42.150002,42.360001,38.430016,148863600
2015-03-09,42.189999,43.130001,40.610001,41.380001,37.540939,221483200
2015-03-16,41.470001,42.980000,41.150002,42.880001,38.901772,216925300
2015-03-23,42.880001,43.169998,40.830002,40.970001,37.168976,167126300
2015-03-30,41.099998,41.540001,40.119999,40.290001,36.552055,144289700
2015-04-06,40.340000,41.950001,40.180000,41.720001,37.849388,146532400
2015-04-13,41.400002,42.459999,41.160000,41.619999,37.758667,146762000
2015-04-20,41.730000,48.139999,41.680000,47.869999,43.428814,274379000
2015-04-27,47.230000,49.540001,47.220001,48.660000,44.145527,271446400
2015-05-04,48.369999,48.869999,46.020000,47.750000,43.319954,205178300
2015-05-11,47.549999,48.910000,46.419998,48.299999,43.818920,150345900
2015-05-18,47.980000,48.220001,46.820000,46.900002,42.548809,125890500
2015-05-25,46.830002,48.020000,46.189999,46.860001,42.788803,112720800
2015-06-01,47.060001,47.770000,45.840000,46.139999,42.131355,131521400
2015-06-08,46.299999,46.919998,45.459999,45.970001,41.976128,126223900
2015-06-15,45.450001,46.830002,45.020000,46.099998,42.094841,185524200
2015-06-22,46.330002,46.720001,45.029999,45.259998,41.327812,151556800
2015-06-29,45.040001,45.230000,43.939999,44.400002,40.542530,120123000
2015-07-06,43.959999,45.220001,43.320000,44.610001,40.734291,157146200
2015-07-13,44.980000,46.779999,44.950001,46.619999,42.569649,133427000
2015-07-20,46.650002,47.330002,45.099998,45.939999,41.948730,198833400
2015-07-27,45.939999,47.400002,44.790001,46.700001,42.642704,185955600
2015-08-03,46.980000,48.410000,46.259998,46.740002,42.679237,131020500
2015-08-10,46.950001,47.490002,45.709999,47.000000,42.916637,126599300
2015-08-17,46.810001,47.450001,43.070000,43.070000,39.328087,182450600
2015-08-24,40.450001,44.150002,39.720001,43.930000,40.377884,301968200
2015-08-31,43.560001,43.980000,41.660000,42.610001,39.164623,187226100
